Sample;X(ms) [22.03.2026 15:55:44 279 UTC];"Int_R_deseado[%MD70]";"Int_R_Real[%MD74]";"Int_G120[%MD58]";"Int_ST_FC11[%MD78]";"FT10_Int[%MD22]";"FT11_Int[%MD26]"
1495;1774195093870,014936;500;493;21180;17419;34823;17179
1496;1774195093970,030808;500;493;21236;17412;34792;17182
1497;1774195094070,015536;500;494;21165;17396;34742;17182
1498;1774195094170,020896;500;495;21144;17371;34742;17185
1499;1774195094270,022920;500;495;21106;17371;34661;17188
1500;1774195094370,022104;500;496;21022;17331;34534;17196
1501;1774195094470,029000;500;498;20816;17267;34369;17196
1502;1774195094570,016176;500;500;20760;17185;34369;17196
1503;1774195094670,014944;500;500;20801;17185;34146;17193
1504;1774195094770,022560;500;504;20715;17073;33866;17182
1505;1774195094870,015600;500;507;20708;16933;33556;17182
1506;1774195094970,025160;500;512;20427;16778;33556;17170
1507;1774195095070,027016;500;512;20577;16778;33235;17156
1508;1774195095170,028416;500;516;20500;16617;32914;17141
1509;1774195095270,123088;500;521;20376;16457;32598;17141
1510;1774195095370,027640;500;526;19985;16299;32295;17121
1511;1774195095470,021784;500;530;19988;16147;32295;17101
1512;1774195095570,022272;500;530;20142;16147;31988;17075
1513;1774195095670,025736;500;534;20129;15994;31696;17040
1514;1774195095770,025624;500;538;20210;15848;31406;17040
1515;1774195095870,027216;500;543;19634;15703;31406;17005
1516;1774195095970,021136;500;541;19959;15703;31126;16976
1517;1774195096070,016192;500;545;19893;15563;30859;16942
1518;1774195096170,016984;500;549;19898;15430;30599;16942
1519;1774195096270,025960;500;554;19279;15299;30599;16904
1520;1774195096370,015712;500;552;19608;15299;30356;16869
1521;1774195096470,016656;500;556;19620;15178;30113;16829
1522;1774195096570,021888;500;559;19678;15056;29873;16829
1523;1774195096670,024680;500;563;19005;14936;29873;16782
1524;1774195096770,025464;500;562;19431;14936;29635;16736
1525;1774195096870,014320;500;565;19564;14818;29407;16684
1526;1774195096970,028744;500;567;19716;14703;29184;16684
1527;1774195097070,016968;500;572;18924;14592;29184;16632
1528;1774195097170,021440;500;570;19360;14592;28970;16591
1529;1774195097270,026376;500;573;19326;14485;28764;16548
1530;1774195097370,021976;500;575;19321;14382;28559;16548
1531;1774195097470,016616;500;579;18564;14280;28356;16502
1532;1774195097570,024760;500;582;18772;14178;28356;16458
1533;1774195097670,023792;500;580;18976;14178;28163;16403
1534;1774195097770,024392;500;582;19181;14081;27972;16348
1535;1774195097870,024216;500;584;19295;13986;27784;16348
1536;1774195097970,016592;500;588;18438;13892;27784;16296
1537;1774195098070,015592;500;587;18811;13892;27607;16247
1538;1774195098170,025904;500;589;18906;13804;27431;16201
1539;1774195098270,026376;500;591;18897;13715;27260;16201
1540;1774195098370,022152;500;594;18102;13630;27260;16143
1541;1774195098470,016616;500;592;18604;13630;27089;16085
1542;1774195098570,022936;500;594;18839;13545;26927;16030
1543;1774195098670,016088;500;595;18936;13464;26768;16030
1544;1774195098770,023072;500;599;18073;13384;26768;15966
1545;1774195098870,021784;500;596;18620;13384;26615;15911
1546;1774195098970,025160;500;598;18757;13307;26464;15851
1547;1774195099070,017000;500;599;18931;13232;26311;15851
1548;1774195099170,015808;500;602;18025;13155;26311;15793
1549;1774195099270,029264;500;600;18446;13155;26166;15744
1550;1774195099370,020808;500;602;18501;13083;26024;15692
1551;1774195099470,026120;500;603;18570;13012;25880;15692
1552;1774195099570,022072;500;606;17736;12940;25738;15637
1553;1774195099670,025296;500;608;18050;12869;25738;15582
1554;1774195099770,026328;500;605;18347;12869;25605;15521
1555;1774195099870,021920;500;606;18566;12802;25472;15460
1556;1774195099970,017232;500;607;18704;12736;25344;15460
1557;1774195100070,026128;500;610;17785;12672;25344;15402
1558;1774195100170,021704;500;608;18184;12672;25220;15350
1559;1774195100270,017216;500;609;18287;12610;25101;15298
1560;1774195100370,021024;500;609;18348;12551;24983;15298
1561;1774195100470,017280;500;612;17517;12491;24983;15240
1562;1774195100570,015688;500;610;17969;12491;24867;15185
1563;1774195100670,025848;500;611;18162;12433;24754;15122
1564;1774195100770,024840;500;611;18429;12377;24644;15122
1565;1774195100870,021968;500;614;17552;12322;24644;15058
1566;1774195100970,021848;500;611;18066;12322;24537;15006
1567;1774195101070,024224;500;612;18166;12269;24433;14945
1568;1774195101170,015648;500;612;18372;12216;24332;14945
1569;1774195101270,014136;500;614;17502;12166;24332;14881
1570;1774195101370,023608;500;612;18018;12166;24230;14835
1571;1774195101470,026008;500;612;18026;12115;24135;14783
1572;1774195101570,023232;500;613;18124;12067;24039;14728
1573;1774195101670,023880;500;613;18233;12020;23938;14728
1574;1774195101770,021096;500;615;17389;11969;23938;14676
1575;1774195101870,015008;500;613;17728;11969;23843;14630
1576;1774195101970,021024;500;614;17810;11921;23750;14578
1577;1774195102070,021992;500;614;17955;11875;23660;14578
1578;1774195102170,016680;500;616;17187;11830;23660;14523
1579;1774195102270,016288;500;614;17620;11830;23571;14468
1580;1774195102370,024992;500;614;17865;11785;23481;14413
1581;1774195102470,024456;500;614;18028;11740;23400;14413
1582;1774195102570,025096;500;616;17231;11700;23400;14358
1583;1774195102670,029992;500;614;17640;11700;23316;14308
1584;1774195102770,022328;500;614;17778;11658;23235;14253
1585;1774195102870,021576;500;613;17966;11617;23160;14253
1586;1774195102970,015832;500;615;17185;11580;23160;14204
1587;1774195103070,026520;500;613;17507;11580;23082;14155
1588;1774195103170,020896;500;613;17684;11541;23012;14106
1589;1774195103270,022880;500;613;17807;11506;22937;14106
1590;1774195103370,016688;500;615;17070;11468;22937;14057
1591;1774195103470,014448;500;613;17422;11468;22862;14008
1592;1774195103570,023896;500;613;17621;11431;22792;13955
1593;1774195103670,021136;500;612;17805;11396;22726;13900
1594;1774195103770,021456;500;612;17981;11363;22662;13900
1595;1774195103870,015088;500;613;17195;11331;22662;13851
1596;1774195103970,015704;500;611;17508;11331;22595;13814
1597;1774195104070,023720;500;611;17496;11298;22532;13773
1598;1774195104170,022536;500;611;17534;11266;22474;13773
1599;1774195104270,015816;500;613;16889;11237;22474;13730
1600;1774195104370,016264;500;611;17199;11237;22416;13686
1601;1774195104470,021000;500;611;17378;11208;22358;13637
1602;1774195104570,016840;500;610;17595;11179;22300;13637
1603;1774195104670,022768;500;612;16928;11150;22300;13585
1604;1774195104770,016872;500;609;17367;11150;22245;13533
1605;1774195104870,022184;500;608;17639;11123;22190;13487
1606;1774195104970,016208;500;608;17733;11095;22135;13487
1607;1774195105070,028000;500;609;17031;11068;22135;13443
1608;1774195105170,022384;500;607;17301;11068;22083;13403
1609;1774195105270,024112;500;607;17412;11042;22034;13362
1610;1774195105370,022504;500;606;17489;11017;21991;13362
1611;1774195105470,015752;500;608;16875;10995;21950;13322
1612;1774195105570,015576;500;607;17121;10975;21950;13281
1613;1774195105670,020968;500;605;17318;10975;21907;13238
1614;1774195105770,026720;500;604;17481;10953;21858;13189
1615;1774195105870,021480;500;603;17687;10929;21808;13189
1616;1774195105970,016168;500;605;17016;10904;21808;13151
1617;1774195106070,017088;500;603;17208;10904;21771;13116
1618;1774195106170,017168;500;602;17274;10885;21727;13082
1619;1774195106270,015496;500;602;17317;10864;21687;13082
1620;1774195106370,021568;500;603;16772;10843;21687;13038
1621;1774195106470,023568;500;601;17140;10843;21646;13003
1622;1774195106570,017104;500;601;17229;10823;21609;12957
1623;1774195106670,021944;500;600;17483;10804;21571;12957
1624;1774195106770,016072;500;601;16894;10786;21571;12911
1625;1774195106870,150192;500;599;17280;10786;21536;12882
1626;1774195106970,021808;500;598;17242;10768;21502;12839
1627;1774195107070,015256;500;597;17457;10751;21470;12839
1628;1774195107170,028736;500;598;16891;10735;21470;12807
1629;1774195107270,031960;500;596;17050;10735;21438;12784
1630;1774195107370,026040;500;596;16999;10719;21406;12752
1631;1774195107470,024568;500;596;17107;10703;21377;12752
1632;1774195107570,029400;500;597;16655;10689;21345;12717
1633;1774195107670,020872;500;596;16914;10673;21345;12677
1634;1774195107770,016184;500;594;17209;10673;21319;12636
1635;1774195107870,024472;500;593;17402;10660;21293;12593
1636;1774195107970,017016;500;591;17588;10647;21270;12593
1637;1774195108070,015400;500;592;17006;10635;21270;12558
1638;1774195108170,022632;500;590;17198;10635;21241;12535
1639;1774195108270,023376;500;590;17126;10621;21221;12509
1640;1774195108370,016144;500;589;17131;10611;21204;12509
1641;1774195108470,016880;500;590;16707;10602;21204;12483
1642;1774195108570,025592;500;589;16859;10602;21186;12451
1643;1774195108670,022536;500;588;17050;10593;21163;12419
1644;1774195108770,021728;500;587;17181;10582;21149;12419
1645;1774195108870,015568;500;587;16751;10574;21149;12387
1646;1774195108970,015624;500;586;16994;10574;21137;12355
1647;1774195109070,026648;500;585;17158;10569;21126;12323
1648;1774195109170,021784;500;583;17276;10563;21108;12323
1649;1774195109270,028080;500;584;16831;10554;21108;12295
1650;1774195109370,016728;500;582;17016;10554;21097;12266
1651;1774195109470,024952;500;581;17142;10548;21082;12240
1652;1774195109570,022200;500;581;17182;10541;21068;12219
1653;1774195109670,022800;500;580;17118;10534;21053;12219
1654;1774195109770,020880;500;580;16741;10527;21053;12190
1655;1774195109870,015312;500;579;16971;10527;21045;12164
1656;1774195109970,029584;500;578;17080;10522;21030;12138
1657;1774195110070,016560;500;577;17155;10515;21021;12138
1658;1774195110170,016240;500;577;16782;10511;21021;12112
1659;1774195110270,026656;500;576;16964;10511;21016;12089
1660;1774195110370,022968;500;575;17042;10508;21010;12060
1661;1774195110470,021496;500;574;17195;10505;21001;12060
1662;1774195110570,014744;500;574;16824;10501;21001;12028
1663;1774195110670,023536;500;573;17104;10501;20992;12002
1664;1774195110770,069088;500;572;17200;10496;20981;11976
1665;1774195110870,021968;500;571;17270;10490;20972;11976
1666;1774195110970,026808;500;571;16892;10486;20972;11956
1667;1774195111070,014648;500;570;16976;10486;20964;11939
1668;1774195111170,021368;500;569;16983;10482;20958;11921
1669;1774195111270,027416;500;569;16992;10479;20952;11921
1670;1774195111370,016760;500;569;16714;10476;20946;11901
1671;1774195111470,016480;500;568;16857;10473;20946;11884
1672;1774195111570,015464;500;567;16913;10473;20940;11861
1673;1774195111670,024048;500;566;17047;10470;20929;11837
1674;1774195111770,025936;500;566;17139;10464;20923;11837
1675;1774195111870,016096;500;566;16825;10462;20923;11817
1676;1774195111970,021640;500;565;16950;10462;20917;11800
1677;1774195112070,026048;500;564;16987;10459;20914;11777
1678;1774195112170,021128;500;563;17113;10457;20909;11777
1679;1774195112270,016960;500;563;16819;10454;20909;11756
1680;1774195112370,029008;500;562;16957;10454;20906;11739
1681;1774195112470,022064;500;562;17005;10453;20903;11725
1682;1774195112570,024504;500;561;16993;10451;20900;11725
1683;1774195112670,037376;500;561;16748;10450;20900;11707
1684;1774195112770,021872;500;560;16870;10450;20894;11693
1685;1774195112870,016184;500;560;16903;10447;20888;11678
1686;1774195112970,016424;500;559;16928;10444;20883;11678
1687;1774195113070,015752;500;559;16706;10441;20883;11658
1688;1774195113170,021160;500;558;16893;10441;20874;11644
1689;1774195113270,022608;500;558;16922;10437;20865;11623
1690;1774195113370,031032;500;557;17038;10433;20859;11606
1691;1774195113470,017144;500;556;17075;10430;20848;11606
1692;1774195113570,025936;500;557;16811;10424;20848;11583
1693;1774195113670,020984;500;556;17021;10424;20845;11568
1694;1774195113770,016936;500;555;17023;10422;20842;11557
1695;1774195113870,016224;500;554;16980;10421;20839;11557
1696;1774195113970,025320;500;555;16760;10420;20839;11539
1697;1774195114070,022664;500;554;16900;10420;20830;11531
1698;1774195114170,025144;500;554;16847;10415;20828;11513
1699;1774195114270,015712;500;553;16960;10414;20816;11513
1700;1774195114370,015088;500;553;16745;10408;20816;11496
1701;1774195114470,015112;500;552;16891;10408;20813;11481
1702;1774195114570,021528;500;552;16944;10407;20810;11464
1703;1774195114670,015560;500;551;17031;10405;20804;11464
1704;1774195114770,027360;500;551;16804;10402;20804;11450
1705;1774195114870,017072;500;550;16891;10402;20802;11441
1706;1774195114970,026360;500;550;16856;10401;20799;11429
1707;1774195115070,016000;500;550;16880;10399;20790;11429
1708;1774195115170,023120;500;550;16703;10395;20790;11415
1709;1774195115270,015544;500;549;16824;10395;20784;11398
1710;1774195115370,016864;500;548;16953;10392;20781;11377
1711;1774195115470,025848;500;547;17094;10391;20775;11377
1712;1774195115570,021672;500;548;16857;10388;20767;11360
1713;1774195115670,021904;500;547;16980;10383;20767;11345
1714;1774195115770,022680;500;546;17024;10383;20752;11331
1715;1774195115870,017064;500;546;17047;10376;20729;11322
1716;1774195115970,015424;500;546;16962;10365;20694;11322
1717;1774195116070,015928;500;547;16749;10347;20694;11314
1718;1774195116170,026624;500;547;16763;10347;20671;11305
1719;1774195116270,014856;500;547;16758;10336;20666;11296
1720;1774195116370,021616;500;547;16762;10333;20674;11296
1721;1774195116470,023232;500;546;16631;10337;20674;11288
1722;1774195116570,014520;500;546;16680;10337;20677;11273
1723;1774195116670,015568;500;545;16812;10339;20666;11256
1724;1774195116770,017152;500;545;16942;10333;20642;11256
1725;1774195116870,025320;500;545;16736;10321;20642;11238
1726;1774195116970,030928;500;544;16895;10321;20611;11227
1727;1774195117070,015864;500;545;16888;10305;20582;11212
1728;1774195117170,030824;500;545;16929;10291;20544;11212
1729;1774195117270,031120;500;546;16707;10272;20544;11204
1730;1774195117370,028168;500;545;16718;10272;20512;11195
1731;1774195117470,022272;500;546;16704;10256;20486;11186
1732;1774195117570,015728;500;546;16692;10243;20460;11189
1733;1774195117670,022504;500;547;16487;10230;20440;11189
1734;1774195117770,017088;500;547;16391;10220;20440;11163
1735;1774195117870,024312;500;546;16765;10220;20417;11143
1736;1774195117970,014136;500;546;16912;10208;20394;11120
1737;1774195118070,014928;500;545;17060;10197;20362;11120
1738;1774195118170,016056;500;546;16773;10181;20362;11108
1739;1774195118270,016528;500;546;16786;10181;20321;11100
1740;1774195118370,016712;500;546;16720;10161;20286;11094
1741;1774195118470,016784;500;547;16624;10143;20246;11094
1742;1774195118570,021808;500;548;16451;10123;20246;11085
1743;1774195118670,024584;500;548;16495;10123;20205;11071
1744;1774195118770,028816;500;548;16593;10103;20165;11056
1745;1774195118870,044384;500;548;16652;10082;20130;11056
1746;1774195118970,016408;500;549;16451;10065;20130;11039
1747;1774195119070,031216;500;548;16617;10065;20095;11021
1748;1774195119170,022384;500;548;16709;10048;20061;11004
1749;1774195119270,016384;500;549;16768;10030;20029;11004
1750;1774195119370,021584;500;549;16519;10014;20029;10987
1751;1774195119470,017176;500;549;16653;10014;19994;10975
1752;1774195119570,025608;500;549;16627;9997;19974;10961
1753;1774195119670,021224;500;549;16663;9987;19962;10961
1754;1774195119770,016328;500;549;16452;9981;19962;10946
1755;1774195119870,024400;500;548;16554;9981;19959;10935
1756;1774195119970,016720;500;548;16576;9980;19939;10920
1757;1774195120070,024056;500;548;16629;9970;19910;10906
1758;1774195120170,014408;500;548;16657;9955;19881;10906
1759;1774195120270,024432;500;549;16434;9941;19881;10891
1760;1774195120370,024264;500;548;16535;9941;19855;10874
1761;1774195120470,016376;500;548;16637;9928;19832;10862
1762;1774195120570,015544;500;548;16610;9916;19821;10862
1763;1774195120670,015656;500;548;16406;9910;19821;10851
1764;1774195120770,017072;500;547;16464;9910;19815;10833
1765;1774195120870,024872;500;547;16598;9907;19815;10819
1766;1774195120970,021176;500;546;16648;9907;19809;10819
1767;1774195121070,015768;500;546;16442;9905;19809;10804
1768;1774195121170,025712;500;545;16544;9905;19806;10787
1769;1774195121270,026216;500;545;16663;9903;19806;10770
1770;1774195121370,016304;500;544;16750;9903;19800;10770
1771;1774195121470,025264;500;544;16522;9900;19800;10758
1772;1774195121570,053352;500;543;16562;9900;19797;10747
1773;1774195121670,026616;500;543;16590;9899;19795;10738
1774;1774195121770,025656;500;542;16564;9897;19803;10738
1775;1774195121870,021448;500;542;16411;9902;19803;10729
1776;1774195121970,025544;500;542;16447;9902;19818;10720
1777;1774195122070,016376;500;541;16482;9909;19829;10709
1778;1774195122170,016920;500;540;16557;9915;19838;10709
1779;1774195122270,015936;500;540;16419;9919;19850;10697
1780;1774195122370,016104;500;539;16521;9925;19850;10689
1781;1774195122470,017232;500;538;16539;9925;19870;10677
1782;1774195122570,022512;500;537;16615;9935;19887;10663
1783;1774195122670,032640;500;536;16720;9944;19907;10663
1784;1774195122770,029816;500;536;16562;9954;19907;10654
1785;1774195122870,022568;500;535;16589;9954;19928;10651
1786;1774195122970,027544;500;534;16528;9964;19942;10642
1787;1774195123070,016112;500;534;16583;9971;19959;10642
1788;1774195123170,022440;500;533;16483;9980;19959;10631
1789;1774195123270,023896;500;533;16598;9980;19980;10628
1790;1774195123370,017336;500;532;16549;9990;20003;10625
1791;1774195123470,023080;500;531;16523;10001;20026;10625
1792;1774195123570,024776;500;531;16462;10013;20026;10613
1793;1774195123670,032280;500;530;16601;10013;20046;10602
1794;1774195123770,022760;500;529;16711;10023;20064;10596
1795;1774195123870,023600;500;528;16696;10032;20087;10596
1796;1774195123970,024288;500;528;16600;10043;20087;10590
1797;1774195124070,027320;500;527;16619;10043;20113;10587
1798;1774195124170,017320;500;526;16603;10056;20133;10582
1799;1774195124270,015152;500;526;16643;10067;20148;10582
1800;1774195124370,023408;500;525;16575;10074;20165;10576
1801;1774195124470,015552;500;524;16630;10082;20165;10573
1802;1774195124570,015000;500;524;16611;10082;20177;10567
1803;1774195124670,016016;500;524;16655;10088;20191;10561
1804;1774195124770,023144;500;523;16690;10095;20200;10561
1805;1774195124870,024704;500;523;16619;10100;20200;10553
1806;1774195124970,016536;500;522;16709;10100;20217;10553
1807;1774195125070,025304;500;522;16641;10109;20229;10553
1808;1774195125170,016880;500;522;16594;10114;20243;10553
1809;1774195125270,014080;500;521;16566;10122;20243;10553
1810;1774195125370,021088;500;521;16539;10122;20255;10547
1811;1774195125470,025808;500;521;16623;10127;20269;10544
1812;1774195125570,022320;500;520;16638;10135;20281;10544
1813;1774195125670,021768;500;520;16601;10140;20281;10535
1814;1774195125770,028056;500;519;16713;10140;20289;10538
1815;1774195125870,021744;500;519;16606;10145;20298;10538
1816;1774195125970,023632;500;519;16581;10149;20310;10538
1817;1774195126070,022296;500;519;16567;10155;20310;10527
1818;1774195126170,016016;500;518;16743;10155;20324;10521
1819;1774195126270,012112;500;518;16780;10162;20333;10509
1820;1774195126370,016560;500;517;16901;10166;20344;10503
1821;1774195126470,033008;500;516;16896;10172;20356;10503
1822;1774195126570,014240;500;516;16801;10178;20356;10503
1823;1774195126670,015728;500;516;16731;10178;20365;10503
1824;1774195126770,015744;500;516;16690;10182;20379;10506
1825;1774195126870,021072;500;516;16620;10190;20382;10506
1826;1774195126970,020984;500;515;16613;10191;20382;10506
1827;1774195127070,025984;500;515;16606;10191;20388;10506
1828;1774195127170,022976;500;515;16604;10194;20399;10506
1829;1774195127270,022560;500;515;16607;10200;20402;10506
1830;1774195127370,015304;500;515;16604;10201;20402;10503
1831;1774195127470,027528;500;515;16648;10201;20411;10501
1832;1774195127570,021664;500;514;16683;10205;20420;10498
1833;1774195127670,021648;500;514;16710;10210;20422;10498
1834;1774195127770,022560;500;514;16678;10211;20422;10498
1835;1774195127870,022080;500;514;16654;10211;20434;10495
1836;1774195127970,038360;500;514;16693;10217;20443;10495
1837;1774195128070,015400;500;513;16673;10221;20454;10495
1838;1774195128170,027720;500;513;16662;10227;20454;10492
1839;1774195128270,026256;500;513;16696;10227;20463;10495
1840;1774195128370,026632;500;513;16630;10231;20469;10492
1841;1774195128470,287816;500;513;16679;10234;20475;10492
1842;1774195128570,022096;500;512;16666;10237;20480;10495
1843;1774195128670,025456;500;512;16609;10240;20480;10492
1844;1774195128770,023904;500;512;16662;10240;20489;10495
1845;1774195128870,030920;500;512;16608;10245;20495;10492
1846;1774195128970,024336;500;512;16666;10247;20503;10492
1847;1774195129070,023096;500;512;16660;10252;20503;10489
1848;1774195129170,027032;500;512;16699;10252;20506;10486
1849;1774195129270,017088;500;511;16728;10253;20509;10486
1850;1774195129370,015432;500;511;16701;10255;20521;10486
1851;1774195129470,021320;500;511;16688;10260;20521;10489
1852;1774195129570,014456;500;511;16626;10260;20524;10489
1853;1774195129670,025128;500;511;16632;10262;20527;10486
1854;1774195129770,025544;500;511;16683;10263;20530;10486
1855;1774195129870,029056;500;511;16671;10265;20530;10486
1856;1774195129970,022416;500;511;16661;10265;20535;10483
1857;1774195130070,022304;500;510;16705;10268;20535;10483
1858;1774195130170,021232;500;510;16685;10268;20535;10483
1859;1774195130270,021344;500;510;16670;10268;20535;10477
1860;1774195130370,016176;500;510;16756;10268;20541;10480
1861;1774195130470,024120;500;510;16675;10271;20547;10480
1862;1774195130570,024080;500;510;16668;10273;20550;10483
1863;1774195130670,026912;500;510;16615;10275;20553;10483
1864;1774195130770,016960;500;510;16625;10276;20553;10480
1865;1774195130870,025904;500;510;16677;10276;20556;10477
1866;1774195130970,016952;500;510;16715;10278;20556;10475
1867;1774195131070,015904;500;510;16740;10278;20558;10475
1868;1774195131170,016912;500;510;16711;10279;20558;10475
1869;1774195131270,016488;500;510;16690;10279;20564;10469
1870;1774195131370,027784;500;509;16775;10282;20567;10475
1871;1774195131470,012856;500;509;16642;10284;20573;10475
1872;1774195131570,024320;500;509;16648;10286;20573;10466
1873;1774195131670,026864;500;509;16792;10286;20576;10472
1874;1774195131770,039424;500;509;16655;10288;20579;10466
1875;1774195131870,024056;500;509;16752;10289;20579;10466
1876;1774195131970,024264;500;509;16722;10289;20579;10466
1877;1774195132070,022384;500;509;16701;10289;20579;10463
1878;1774195132170,022520;500;508;16735;10289;20582;10460
1879;1774195132270,024424;500;508;16760;10291;20587;10460
1880;1774195132370,015456;500;508;16733;10294;20587;10460
1881;1774195132470,021568;500;508;16711;10294;20587;10463
1882;1774195132570,025960;500;508;16648;10294;20590;10463
1883;1774195132670,022144;500;508;16654;10295;20593;10463
1884;1774195132770,020904;500;508;16658;10297;20596;10466
1885;1774195132870,015328;500;508;16612;10298;20596;10463
1886;1774195132970,024800;500;508;16674;10298;20593;10460
1887;1774195133070,025344;500;508;16714;10297;20596;10457
1888;1774195133170,025104;500;508;16745;10298;20582;10457
1889;1774195133270,024816;500;508;16707;10291;20582;10457
1890;1774195133370,015016;500;508;16688;10291;20599;10460
1891;1774195133470,021832;500;508;16639;10299;20602;10463
1892;1774195133570,024944;500;508;16598;10301;20602;10463
1893;1774195133670,029880;500;508;16615;10301;20602;10463
1894;1774195133770,021560;500;508;16626;10301;20602;10460
1895;1774195133870,025344;500;508;16680;10301;20605;10457
1896;1774195133970,027128;500;508;16719;10302;20608;10457
1897;1774195134070,013640;500;507;16699;10304;20608;10460
1898;1774195134170,021560;500;508;16636;10304;20611;10454
1899;1774195134270,021968;500;507;16738;10305;20616;10463
1900;1774195134370,017264;500;508;16571;10308;20616;10463
1901;1774195134470,023088;500;508;16595;10308;20616;10460
1902;1774195134570,017136;500;507;16659;10308;20619;10463
1903;1774195134670,024784;500;507;16608;10310;20622;10460
1904;1774195134770,028288;500;507;16669;10311;20622;10460
1905;1774195134870,026344;500;507;16661;10311;20622;10460
1906;1774195134970,023680;500;507;16655;10311;20622;10457
1907;1774195135070,022920;500;507;16699;10311;20622;10454
1908;1774195135170,023264;500;507;16729;10311;20622;10454
1909;1774195135270,027248;500;507;16702;10311;20622;10454
1910;1774195135370,024496;500;507;16683;10311;20622;10454
1911;1774195135470,022600;500;507;16670;10311;20628;10457
1912;1774195135570,016640;500;507;16617;10314;20631;10457
1913;1774195135670,015704;500;507;16627;10315;20628;10457
1914;1774195135770,016544;500;507;16630;10314;20628;10460
1915;1774195135870,021072;500;507;16584;10314;20634;10454
1916;1774195135970,021256;500;507;16699;10317;20637;10451
1917;1774195136070,029088;500;506;16730;10318;20634;10451
1918;1774195136170,017200;500;507;16701;10317;20634;10448
1919;1774195136270,022600;500;506;16730;10317;20637;10448
1920;1774195136370,025104;500;506;16704;10318;20639;10448
1921;1774195136470,017216;500;506;16688;10320;20645;10448
1922;1774195136570,017168;500;506;16679;10323;20648;10448
1923;1774195136670,016688;500;506;16672;10324;20648;10443
1924;1774195136770,027280;500;506;16761;10324;20648;10443
1925;1774195136870,022296;500;506;16727;10324;20648;10443
1926;1774195136970,023624;500;506;16705;10324;20648;10443
1927;1774195137070,025600;500;506;16689;10324;20648;10446
1928;1774195137170,016200;500;506;16630;10324;20645;10440
1929;1774195137270,017000;500;506;16731;10323;20642;10443
1930;1774195137370,024192;500;506;16656;10321;20642;10443
1931;1774195137470,031648;500;506;16653;10321;20642;10437
1932;1774195137570,014456;500;506;16747;10321;20642;10437
1933;1774195137670,015640;500;506;16716;10321;20645;10437
1934;1774195137770,022672;500;506;16697;10323;20642;10437
1935;1774195137870,023768;500;506;16681;10321;20642;10437
1936;1774195137970,060024;500;506;16671;10321;20642;10434
1937;1774195138070,030120;500;505;16712;10321;20645;10434
1938;1774195138170,027736;500;505;16694;10323;20648;10434
1939;1774195138270,016560;500;505;16683;10324;20648;10434
1940;1774195138370,021816;500;505;16673;10324;20645;10431
1941;1774195138470,014496;500;505;16713;10323;20645;10428
1942;1774195138570,016464;500;505;16741;10323;20645;10428
1943;1774195138670,021416;500;505;16714;10323;20645;10431
1944;1774195138770,017024;500;505;16647;10323;20645;10434
1945;1774195138870,021136;500;505;16600;10323;20651;10440
1946;1774195138970,021200;500;506;16523;10326;20651;10437
1947;1774195139070,022672;500;505;16610;10326;20654;10437
1948;1774195139170,025064;500;505;16622;10327;20654;10437
1949;1774195139270,015440;500;505;16629;10327;20651;10434
1950;1774195139370,016152;500;505;16678;10326;20651;10431
1951;1774195139470,015080;500;505;16714;10326;20651;10431
1952;1774195139570,014976;500;505;16691;10326;20651;10428
1953;1774195139670,026912;500;505;16723;10326;20654;10428
1954;1774195139770,026824;500;505;16700;10327;20657;10431
1955;1774195139870,027776;500;505;16637;10328;20657;10431
1956;1774195139970,016104;500;505;16640;10328;20657;10431
1957;1774195140070,021400;500;505;16641;10328;20657;10428
1958;1774195140170,022384;500;505;16689;10328;20657;10434
1959;1774195140270,016072;500;505;16579;10328;20657;10434
1960;1774195140370,025376;500;505;16598;10328;20657;10431
1961;1774195140470,027216;500;505;16657;10328;20660;10431
1962;1774195140570,021864;500;505;16653;10330;20660;10428
1963;1774195140670,021952;500;505;16696;10330;20663;10428
1964;1774195140770,017088;500;505;16680;10331;20666;10428
1965;1774195140870,028688;500;505;16669;10333;20666;10425
1966;1774195140970,015848;500;504;16709;10333;20666;10425
1967;1774195141070,014392;500;504;16688;10333;20668;10425
1968;1774195141170,026256;500;504;16676;10334;20666;10425
1969;1774195141270,025440;500;504;16664;10333;20666;10425
1970;1774195141370,014600;500;504;16658;10333;20663;10425
1971;1774195141470,016392;500;505;16651;10331;20666;10422
1972;1774195141570,016056;500;504;16697;10333;20666;10422
1973;1774195141670,015200;500;504;16680;10333;20666;10422
1974;1774195141770,021952;500;504;16668;10333;20663;10422
1975;1774195141870,028160;500;504;16658;10331;20663;10420
1976;1774195141970,030752;500;504;16700;10331;20666;10420
1977;1774195142070,027104;500;504;16683;10333;20666;10414
1978;1774195142170,025376;500;504;16767;10333;20666;10411
1979;1774195142270,032176;500;504;16777;10333;20666;10402
1980;1774195142370,025792;500;503;16881;10333;20668;10402
1981;1774195142470,027904;500;503;16814;10334;20668;10414
1982;1774195142570,032576;500;504;16575;10334;20668;10411
1983;1774195142670,017048;500;504;16650;10334;20668;10414
1984;1774195142770,023400;500;504;16604;10334;20668;10408
1985;1774195142870,300472;500;504;16716;10334;20666;10408
1986;1774195142970,026168;500;504;16696;10333;20666;10408
1987;1774195143070,026680;500;504;16683;10333;20663;10405
1988;1774195143170,016320;500;504;16720;10331;20663;10405
1989;1774195143270,025920;500;504;16700;10331;20663;10405
